1.475000000000000000e+03,1.386602540378443791e+03,1.216746824526945147e+03
1.475427297531092790e+03,1.386350094615024318e+03,1.216434003009024309e+03
1.475854584263869356e+03,1.386095466682126244e+03,1.216123925082828464e+03
1.476281849400286319e+03,1.385838663014500071e+03,1.215816598584395251e+03
1.476709082142846000e+03,1.385579690101879351e+03,1.215512031280230303e+03
1.477136271694869492e+03,1.385318554488817426e+03,1.215210230867111250e+03
1.477563407260769281e+03,1.385055262774521680e+03,1.214911204971893085e+03
1.477990478046322096e+03,1.384789821612686183e+03,1.214614961151315583e+03
1.478417473258941982e+03,1.384522237711324578e+03,1.214321506891811850e+03
1.478844382107952470e+03,1.384252517832600233e+03,1.214030849609319830e+03
1.479271193804859649e+03,1.383980668792654342e+03,1.213742996649094266e+03
1.479697897563625247e+03,1.383706697461435624e+03,1.213457955285521393e+03
1.480124482600937881e+03,1.383430610762524793e+03,1.213175732721935219e+03
1.480550938136487275e+03,1.383152415672961070e+03,1.212896336090435170e+03
1.480977253393235060e+03,1.382872119223064601e+03,1.212619772451706012e+03
1.481403417597688531e+03,1.382589728496259568e+03,1.212346048794839589e+03
1.481829419980171679e+03,1.382305250628895465e+03,1.212075172037157699e+03
1.482255249775098264e+03,1.382018692810065659e+03,1.211807149024038154e+03
1.482680896221243529e+03,1.381730062281427081e+03,1.211541986528740608e+03
1.483106348562015910e+03,1.381439366337015599e+03,1.211279691252236489e+03
1.483531596045729657e+03,1.381146612323063437e+03,1.211020269823038916e+03
1.483956627925875182e+03,1.380851807637812271e+03,1.210763728797035583e+03
1.484381433461392362e+03,1.380554959731326790e+03,1.210510074657323457e+03
1.484806001916940431e+03,1.380256076105305965e+03,1.210259313814043480e+03
1.485230322563170148e+03,1.379955164312894340e+03,1.210011452604220267e+03
1.485654384676994368e+03,1.379652231958490347e+03,1.209766497291601127e+03
1.486078177541860214e+03,1.379347286697554637e+03,1.209524454066497583e+03
1.486501690448018053e+03,1.379040336236416124e+03,1.209285329045629851e+03
1.486924912692793896e+03,1.378731388332077586e+03,1.209049128271971085e+03
1.487347833580858605e+03,1.378420450792019437e+03,1.208815857714595268e+03
1.487770442424498924e+03,1.378107531474003054e+03,1.208585523268526913e+03
1.488192728543887597e+03,1.377792638285871362e+03,1.208358130754591002e+03
1.488614681267352125e+03,1.377475779185349211e+03,1.208133685919266327e+03
1.489036289931646479e+03,1.377156962179842367e+03,1.207912194434540652e+03
1.489457543882218260e+03,1.376836195326235611e+03,1.207693661897767015e+03
1.489878432473480188e+03,1.376513486730688101e+03,1.207478093831522074e+03
1.490298945069077263e+03,1.376188844548429643e+03,1.207265495683466952e+03
1.490719071042156429e+03,1.375862276983554011e+03,1.207055872826209679e+03
1.491138799775635789e+03,1.375533792288811128e+03,1.206849230557168767e+03
1.491558120662470856e+03,1.375203398765399925e+03,1.206645574098439965e+03
1.491977023105925355e+03,1.374871104762757113e+03,1.206444908596663481e+03
1.492395496519836342e+03,1.374536918678346638e+03,1.206247239122895508e+03
1.492813530328883871e+03,1.374200848957448216e+03,1.206052570672478168e+03
1.493231113968856562e+03,1.373862904092942927e+03,1.205860908164914690e+03
1.493648236886919904e+03,1.373523092625099025e+03,1.205672256443744118e+03
1.494064888541882283e+03,1.373181423141355708e+03,1.205486620276419671e+03
1.494481058404461237e+03,1.372837904276107110e+03,1.205304004354187782e+03
1.494896735957550163e+03,1.372492544710482662e+03,1.205124413291969859e+03
1.495311910696483210e+03,1.372145353172129262e+03,1.204947851628245417e+03
1.495726572129301303e+03,1.371796338434989593e+03,1.204774323824937483e+03
1.496140709777017946e+03,1.371445509319080429e+03,1.204603834267299590e+03
1.496554313173882292e+03,1.371092874690270492e+03,1.204436387263805727e+03
1.496967371867645397e+03,1.370738443460055578e+03,1.204271987046040294e+03
1.497379875419823065e+03,1.370382224585334370e+03,1.204110637768592142e+03
1.497791813405960738e+03,1.370024227068180835e+03,1.203952343508949525e+03
1.498203175415895885e+03,1.369664459955617303e+03,1.203797108267396197e+03
1.498613951054022209e+03,1.369302932339386416e+03,1.203644935966910907e+03
1.499024129939550676e+03,1.368939653355720566e+03,1.203495830453068947e+03
1.499433701706773945e+03,1.368574632185111113e+03,1.203349795493943702e+03
1.499842656005326944e+03,1.368207878052076694e+03,1.203206834780011832e+03
1.500250982500448572e+03,1.367839400224929932e+03,1.203066951924060504e+03
1.500658670873242954e+03,1.367469208015543472e+03,1.202930150461095764e+03
1.501065710820940922e+03,1.367097310779114196e+03,1.202796433848252946e+03
1.501472092057159216e+03,1.366723717913926976e+03,1.202665805464710047e+03
1.501877804312161288e+03,1.366348438861117529e+03,1.202538268611601325e+03
1.502282837333116277e+03,1.365971483104433219e+03,1.202413826511934531e+03
1.502687180884358895e+03,1.365592860169994083e+03,1.202292482310509286e+03
1.503090824747646820e+03,1.365212579626051138e+03,1.202174239073837725e+03
1.503493758722420353e+03,1.364830651082745817e+03,1.202059099790067194e+03
1.503895972626059120e+03,1.364447084191865997e+03,1.201947067368904072e+03
1.504297456294140147e+03,1.364061888646602711e+03,1.201838144641540566e+03
1.504698199580693881e+03,1.363675074181305035e+03,1.201732334360583536e+03
1.505098192358461347e+03,1.363286650571234304e+03,1.201629639199984467e+03
1.505497424519150172e+03,1.362896627632316267e+03,1.201530061754972166e+03
1.505895885973689019e+03,1.362505015220893938e+03,1.201433604541986824e+03
1.506293566652483833e+03,1.362111823233478617e+03,1.201340269998616805e+03
1.506690456505671136e+03,1.361717061606498419e+03,1.201250060483537027e+03
1.507086545503372918e+03,1.361320740316049068e+03,1.201162978276448939e+03
1.507481823635949695e+03,1.360922869377640382e+03,1.201079025578023675e+03
1.507876280914253357e+03,1.360523458845943424e+03,1.200998204509845436e+03
1.508269907369879775e+03,1.360122518814536988e+03,1.200920517114358518e+03
1.508662693055421187e+03,1.359720059415652031e+03,1.200845965354815917e+03
1.509054628044716083e+03,1.359316090819915416e+03,1.200774551115229087e+03
1.509445702433102042e+03,1.358910623236093898e+03,1.200706276200320644e+03
1.509835906337664483e+03,1.358503666910834909e+03,1.200641142335479117e+03
1.510225229897487452e+03,1.358095232128408270e+03,1.200579151166714155e+03
1.510613663273901466e+03,1.357685329210446071e+03,1.200520304260616740e+03
1.511001196650734300e+03,1.357273968515682100e+03,1.200464603104317575e+03
1.511387820234556784e+03,1.356861160439689684e+03,1.200412049105451615e+03
1.511773524254931544e+03,1.356446915414619525e+03,1.200362643592120321e+03
1.512158298964659934e+03,1.356031243908935721e+03,1.200316387812860057e+03
1.512542134640027825e+03,1.355614156427150647e+03,1.200273282936609348e+03
1.512925021581051624e+03,1.355195663509560518e+03,1.200233330052679321e+03
1.513306950111723609e+03,1.354775775731978911e+03,1.200196530170727101e+03
1.513687910580255902e+03,1.354354503705468460e+03,1.200162884220729211e+03
1.514067893359324898e+03,1.353931858076073922e+03,1.200132393052959060e+03
1.514446888846314550e+03,1.353507849524552512e+03,1.200105057437964433e+03
1.514824887463558298e+03,1.353082488766104007e+03,1.200080878066548848e+03
1.515201879658582357e+03,1.352655786550100174e+03,1.200059855549753820e+03
1.515577855904345824e+03,1.352227753659812606e+03,1.200041990418843170e+03
1.515952806699482380e+03,1.351798400912141688e+03,1.200027283125290296e+03
1.516326722568539935e+03,1.351367739157340566e+03,1.200015734040765665e+03
1.516699594062220058e+03,1.350935779278744121e+03,1.200007343457128400e+03
1.517071411757617625e+03,1.350502532192491344e+03,1.200002111586418778e+03
1.517442166258457291e+03,1.350068008847250894e+03,1.200000038560852090e+03
1.517811848195332459e+03,1.349632220223944159e+03,1.200001124432816141e+03
1.518180448225941518e+03,1.349195177335466951e+03,1.200005369174869884e+03
1.518547957035323861e+03,1.348756891226412563e+03,1.200012772679743648e+03
1.518914365336094761e+03,1.348317372972791418e+03,1.200023334760341868e+03
1.519279663868681610e+03,1.347876633681752310e+03,1.200037055149748312e+03
1.519643843401556524e+03,1.347434684491300686e+03,1.200053933501232450e+03
1.520006894731469629e+03,1.346991536570017388e+03,1.200073969388258320e+03
1.520368808683682801e+03,1.346547201116776932e+03,1.200097162304494987e+03
1.520729576112200675e+03,1.346101689360464434e+03,1.200123511663830413e+03
1.521089187900001207e+03,1.345655012559690931e+03,1.200153016800384648e+03
1.521447634959267816e+03,1.345207182002509853e+03,1.200185676968527787e+03
1.521804908231616992e+03,1.344758209006131437e+03,1.200221491342898616e+03
1.522160998688329073e+03,1.344308104916636921e+03,1.200260459018425536e+03
1.522515897330575172e+03,1.343856881108691368e+03,1.200302579010349064e+03
1.522869595189644542e+03,1.343404548985256042e+03,1.200347850254246850e+03
1.523222083327172413e+03,1.342951119977301687e+03,1.200396271606060509e+03
1.523573352835364858e+03,1.342496605543517489e+03,1.200447841842125399e+03
1.523923394837223668e+03,1.342041017170023451e+03,1.200502559659200415e+03
1.524272200486772135e+03,1.341584366370079124e+03,1.200560423674500953e+03
1.524619760969276740e+03,1.341126664683792569e+03,1.200621432425734838e+03
1.524966067501471116e+03,1.340667923677829322e+03,1.200685584371138248e+03
1.525311111331777965e+03,1.340208154945119304e+03,1.200752877889515503e+03
1.525654883740529840e+03,1.339747370104565107e+03,1.200823311280279313e+03
1.525997376040189238e+03,1.339285580800746629e+03,1.200896882763494432e+03
1.526338579575569156e+03,1.338822798703628223e+03,1.200973590479921768e+03
1.526678485724050688e+03,1.338359035508263560e+03,1.201053432491066587e+03
1.527017085895801756e+03,1.337894302934499365e+03,1.201136406779226036e+03
1.527354371533993799e+03,1.337428612726680058e+03,1.201222511247541206e+03
1.527690334115018004e+03,1.336961976653350348e+03,1.201311743720050345e+03
1.528024965148700630e+03,1.336494406506958285e+03,1.201404101941742738e+03
1.528358256178517877e+03,1.336025914103556715e+03,1.201499583578616011e+03
1.528690198781809841e+03,1.335556511282505426e+03,1.201598186217736156e+03
1.529020784569992202e+03,1.335086209906171462e+03,1.201699907367297101e+03
1.529350005188769501e+03,1.334615021859629223e+03,1.201804744456684602e+03
1.529677852318345685e+03,1.334142959050360332e+03,1.201912694836541050e+03
1.530004317673633977e+03,1.333670033407953269e+03,1.202023755778832083e+03
1.530329393004467420e+03,1.333196256883800288e+03,1.202137924476915487e+03
1.530653070095805788e+03,1.332721641450797279e+03,1.202255198045612588e+03
1.530975340767944544e+03,1.332246199103040226e+03,1.202375573521281240e+03
1.531296196876721069e+03,1.331769941855521893e+03,1.202499047861890176e+03
1.531615630313720203e+03,1.331292881743828730e+03,1.202625617947096089e+03
1.531933633006479567e+03,1.330815030823836878e+03,1.202755280578322299e+03
1.532250196918693291e+03,1.330336401171406351e+03,1.202888032478840159e+03
1.532565314050415054e+03,1.329857004882077263e+03,1.203023870293851814e+03
1.532878976438260906e+03,1.329376854070763557e+03,1.203162790590573877e+03
1.533191176155609355e+03,1.328895960871446277e+03,1.203304789858325421e+03
1.533501905312802819e+03,1.328414337436868436e+03,1.203449864508616429e+03
1.533811156057346125e+03,1.327931995938226009e+03,1.203598010875238060e+03
1.534118920574105687e+03,1.327448948564861666e+03,1.203749225214355647e+03
1.534425191085506640e+03,1.326965207523956678e+03,1.203903503704603054e+03
1.534729959851729291e+03,1.326480785040221690e+03,1.204060842447179766e+03
1.535033219170904658e+03,1.325995693355588628e+03,1.204221237465948661e+03
1.535334961379309561e+03,1.325509944728900336e+03,1.204384684707537190e+03
1.535635178851559886e+03,1.325023551435601803e+03,1.204551180041439238e+03
1.535933864000803396e+03,1.324536525767429566e+03,1.204720719260119949e+03
1.536231009278911642e+03,1.324048880032100442e+03,1.204893298079122133e+03
1.536526607176670268e+03,1.323560626553002066e+03,1.205068912137173584e+03
1.536820650223969324e+03,1.323071777668879577e+03,1.205247556996298499e+03
1.537113130989991532e+03,1.322582345733525244e+03,1.205429228141929343e+03
1.537404042083400782e+03,1.322092343115465383e+03,1.205613920983020080e+03
1.537693376152527890e+03,1.321601782197648390e+03,1.205801630852163271e+03
1.537981125885557049e+03,1.321110675377131429e+03,1.205992353005707628e+03
1.538267284010710910e+03,1.320619035064767104e+03,1.206186082623877837e+03
1.538551843296433617e+03,1.320126873684890597e+03,1.206382814810895979e+03
1.538834796551574073e+03,1.319634203675004528e+03,1.206582544595106356e+03
1.539116136625566924e+03,1.319141037485465176e+03,1.206785266929099635e+03
1.539395856408614691e+03,1.318647387579168253e+03,1.206990976689841773e+03
1.539673948831865800e+03,1.318153266431233305e+03,1.207199668678802709e+03
1.539950406867594666e+03,1.317658686528688577e+03,1.207411337622088013e+03
1.540225223529378127e+03,1.317163660370156322e+03,1.207625978170572125e+03
1.540498391872272578e+03,1.316668200465535165e+03,1.207843584900032965e+03
1.540769904992989723e+03,1.316172319335685870e+03,1.208064152311290400e+03
1.541039756030070066e+03,1.315676029512113246e+03,1.208287674830343576e+03
1.541307938164057532e+03,1.315179343536651459e+03,1.208514146808513033e+03
1.541574444617670906e+03,1.314682273961144574e+03,1.208743562522582806e+03
1.541839268655975502e+03,1.314184833347131416e+03,1.208975916174945269e+03
1.542102403586553237e+03,1.313687034265527473e+03,1.209211201893747557e+03
1.542363842759671797e+03,1.313188889296307025e+03,1.209449413733040046e+03
1.542623579568452669e+03,1.312690411028184826e+03,1.209690545672926646e+03
1.542881607449038256e+03,1.312191612058299370e+03,1.209934591619716457e+03
1.543137919880757181e+03,1.311692504991892974e+03,1.210181545406078840e+03
1.543392510386290269e+03,1.311193102441994370e+03,1.210431400791198030e+03
1.543645372531832436e+03,1.310693417029099010e+03,1.210684151460931389e+03
1.543896499927257082e+03,1.310193461380851204e+03,1.210939791027969704e+03
1.544145886226276616e+03,1.309693248131723976e+03,1.211198313031997031e+03
1.544393525126602981e+03,1.309192789922700513e+03,1.211459710939855313e+03
1.544639410370106816e+03,1.308692099400954248e+03,1.211723978145708770e+03
1.544883535742976164e+03,1.308191189219529633e+03,1.211991107971211477e+03
1.545125895075872677e+03,1.307690072037021764e+03,1.212261093665674935e+03
1.545366482244087820e+03,1.307188760517257379e+03,1.212533928406240193e+03
1.545605291167698397e+03,1.306687267328974258e+03,1.212809605298049064e+03
1.545842315811719118e+03,1.306185605145501086e+03,1.213088117374418971e+03
1.546077550186255621e+03,1.305683786644437077e+03,1.213369457597019164e+03
1.546310988346655677e+03,1.305181824507331839e+03,1.213653618856047615e+03
1.546542624393659707e+03,1.304679731419365226e+03,1.213940593970411783e+03
1.546772452473549492e+03,1.304177520069025832e+03,1.214230375687909600e+03
1.547000466778296641e+03,1.303675203147791308e+03,1.214522956685412964e+03
1.547226661545708794e+03,1.303172793349806852e+03,1.214818329569052366e+03
1.547451031059575143e+03,1.302670303371565069e+03,1.215116486874403790e+03
1.547673569649811725e+03,1.302167745911584461e+03,1.215417421066678571e+03
1.547894271692603979e+03,1.301665133670089517e+03,1.215721124540911660e+03
1.548113131610549090e+03,1.301162479348688521e+03,1.216027589622155347e+03
1.548330143872796953e+03,1.300659795650053184e+03,1.216336808565673437e+03
1.548545302995189559e+03,1.300157095277597818e+03,1.216648773557135428e+03
1.548758603540400600e+03,1.299654390935158517e+03,1.216963476712815691e+03
1.548970040118071893e+03,1.299151695326670506e+03,1.217280910079791283e+03
1.549179607384949804e+03,1.298649021155849596e+03,1.217601065636144085e+03
1.549387300045020538e+03,1.298146381125869084e+03,1.217923935291162934e+03
1.549593112849643830e+03,1.297643787939039612e+03,1.218249510885547579e+03
1.549797040597685736e+03,1.297141254296488341e+03,1.218577784191616502e+03
1.549999078135649597e+03,1.296638792897837220e+03,1.218908746913513141e+03
1.550199220357806780e+03,1.296136416440882840e+03,1.219242390687415991e+03
1.550397462206325599e+03,1.295634137621274931e+03,1.219578707081750963e+03
1.550593798671399099e+03,1.295131969132196446e+03,1.219917687597402846e+03
1.550788224791371476e+03,1.294629923664041144e+03,1.220259323667931540e+03
1.550980735652863814e+03,1.294128013904095042e+03,1.220603606659787374e+03
1.551171326390897775e+03,1.293626252536213542e+03,1.220950527872530301e+03
1.551359992189019067e+03,1.293124652240502883e+03,1.221300078539049309e+03
1.551546728279418858e+03,1.292623225692998176e+03,1.221652249825783429e+03
1.551731529943054284e+03,1.292121985565344175e+03,1.222007032832945924e+03
1.551914392509767595e+03,1.291620944524474226e+03,1.222364418594748713e+03
1.552095311358404615e+03,1.291120115232291027e+03,1.222724398079629282e+03
1.552274281916931159e+03,1.290619510345345589e+03,1.223086962190478289e+03
1.552451299662548536e+03,1.290119142514517989e+03,1.223452101764869440e+03
1.552626360121807920e+03,1.289619024384697923e+03,1.223819807575292316e+03
1.552799458870723583e+03,1.289119168594465009e+03,1.224190070329384298e+03
1.552970591534884306e+03,1.288619587775768196e+03,1.224562880670165441e+03
1.553139753789564793e+03,1.288120294553609028e+03,1.224938229176275854e+03
1.553306941359833672e+03,1.287621301545719916e+03,1.225316106362212395e+03
1.553472150020662411e+03,1.287122621362247173e+03,1.225696502678569914e+03
1.553635375597031725e+03,1.286624266605431558e+03,1.226079408512281589e+03
1.553796613964037533e+03,1.286126249869289722e+03,1.226464814186862213e+03
1.553955861046994642e+03,1.285628583739296346e+03,1.226852709962652170e+03
1.554113112821540426e+03,1.285131280792065581e+03,1.227243086037064586e+03
1.554268365313735330e+03,1.284634353595034099e+03,1.227635932544832258e+03
1.554421614600164503e+03,1.284137814706142080e+03,1.228031239558257084e+03
1.554572856808036477e+03,1.283641676673517622e+03,1.228428997087461312e+03
1.554722088115280940e+03,1.283145952035157734e+03,1.228829195080639693e+03
1.554869304750645369e+03,1.282650653318613422e+03,1.229231823424313461e+03
1.555014502993790757e+03,1.282155793040671597e+03,1.229636871943585902e+03
1.555157679175384828e+03,1.281661383707039249e+03,1.230044330402399737e+03
1.555298829677195272e+03,1.281167437812027629e+03,1.230454188503795876e+03
1.555437950932181593e+03,1.280673967838236422e+03,1.230866435890172852e+03
1.555575039424583792e+03,1.280180986256237929e+03,1.231281062143549661e+03
1.555710091690013314e+03,1.279688505524262837e+03,1.231698056785828157e+03
1.555843104315538994e+03,1.279196538087883937e+03,1.232117409279058393e+03
1.555974073939773234e+03,1.278705096379703036e+03,1.232539109025704647e+03
1.556102997252958630e+03,1.278214192819035816e+03,1.232963145368913274e+03
1.556229870997049375e+03,1.277723839811598509e+03,1.233389507592782138e+03
1.556354691965795610e+03,1.277234049749194128e+03,1.233818184922631417e+03
1.556477457004823009e+03,1.276744835009399594e+03,1.234249166525275541e+03
1.556598163011713041e+03,1.276256207955252648e+03,1.234682441509297405e+03
1.556716806936081866e+03,1.275768180934939210e+03,1.235117998925323491e+03
1.556833385779656282e+03,1.275280766281481874e+03,1.235555827766300354e+03
1.556947896596350347e+03,1.274793976312428185e+03,1.235995916967772928e+03
1.557060336492339957e+03,1.274307823329538905e+03,1.236438255408164650e+03
1.557170702626135153e+03,1.273822319618477422e+03,1.236882831909057131e+03
1.557278992208652880e+03,1.273337477448499612e+03,1.237329635235474370e+03
1.557385202503286337e+03,1.272853309072142565e+03,1.237778654096165383e+03
1.557489330825975458e+03,1.272369826724916948e+03,1.238229877143890008e+03
1.557591374545273766e+03,1.271887042624995729e+03,1.238683292975705626e+03
1.557691331082415218e+03,1.271404968972906772e+03,1.239138890133255927e+03
1.557789197911379233e+03,1.270923617951224060e+03,1.239596657103059215e+03
1.557884972558955042e+03,1.270443001724259602e+03,1.240056582316800359e+03
1.557978652604803528e+03,1.269963132437756713e+03,1.240518654151622513e+03
1.558070235681518398e+03,1.269484022218582140e+03,1.240982860930422021e+03
1.558159719474686653e+03,1.269005683174420255e+03,1.241449190922141497e+03
1.558247101722946354e+03,1.268528127393467230e+03,1.241917632342068373e+03
1.558332380218044364e+03,1.268051366944124766e+03,1.242388173352131389e+03
1.558415552804892059e+03,1.267575413874696096e+03,1.242860802061200275e+03
1.558496617381618989e+03,1.267100280213080623e+03,1.243335506525385881e+03
1.558575571899627221e+03,1.266625977966470373e+03,1.243812274748342588e+03
1.558652414363642038e+03,1.266152519121046680e+03,1.244291094681570712e+03
1.558727142831763558e+03,1.265679915641677098e+03,1.244771954224722094e+03
1.558799755415514028e+03,1.265208179471612993e+03,1.245254841225904329e+03
1.558870250279887387e+03,1.264737322532187818e+03,1.245739743481989535e+03
1.558938625643394971e+03,1.264267356722515615e+03,1.246226648738921540e+03
1.559004879778109625e+03,1.263798293919191110e+03,1.246715544692026015e+03
1.559069011009711176e+03,1.263330145975988444e+03,1.247206418986321523e+03
1.559131017717526674e+03,1.262862924723562401e+03,1.247699259216831024e+03
1.559190898334573376e+03,1.262396641969148959e+03,1.248194052928897008e+03
1.559248651347596706e+03,1.261931309496267204e+03,1.248690787618494141e+03
1.559304275297109598e+03,1.261466939064421922e+03,1.249189450732546675e+03
1.559357768777428419e+03,1.261003542408805288e+03,1.249690029669245405e+03
